SESSIONKEY,USERID,AGENTLOCATIONID,SESSIONSTARTDATE,LASTTXNDATE,SESSIONDATELOCAL,FUNCTIONID,LOGINKEY,REMOTEADDRESS,TXNREFNO,SESSIONSTATUS,SESSIONDATELOCALLASTACCSSED,OTPNO
gt18249023018830,10005system,784178,05/09/18 22:30,05/09/18 22:30,06/09/18 02:30,0,FORSERVICE,SYSTEM, ,1,,
nm18249023519011,10005system,784178,05/09/18 22:35,05/09/18 22:35,06/09/18 02:35,0,FORSERVICE,SYSTEM, ,1,,
da18249024019313,10005system,784178,05/09/18 22:40,05/09/18 22:40,06/09/18 02:40,0,FORSERVICE,SYSTEM, ,1,,
qe18249024519614,10005system,784178,05/09/18 22:45,05/09/18 22:45,06/09/18 02:45,0,FORSERVICE,SYSTEM, ,1,,
mp18249025019881,10005system,784178,05/09/18 22:50,05/09/18 22:50,06/09/18 02:50,0,FORSERVICE,SYSTEM, ,1,,
zx18249025520100,10005system,784178,05/09/18 22:55,05/09/18 22:55,06/09/18 02:55,0,FORSERVICE,SYSTEM, ,1,,
xb18249030020193,10005system,784178,05/09/18 23:00,05/09/18 23:00,06/09/18 03:00,0,FORSERVICE,SYSTEM, ,1,,
ey18249030520328,10005system,784178,05/09/18 23:05,05/09/18 23:05,06/09/18 03:05,0,FORSERVICE,SYSTEM, ,1,,
ed18249031020746,10005system,784178,05/09/18 23:10,05/09/18 23:10,06/09/18 03:10,0,FORSERVICE,SYSTEM, ,1,,
od18249031520881,10005system,784178,05/09/18 23:15,05/09/18 23:15,06/09/18 03:15,0,FORSERVICE,SYSTEM, ,1,,
mn18249032021065,10005system,784178,05/09/18 23:20,05/09/18 23:20,06/09/18 03:20,0,FORSERVICE,SYSTEM, ,1,,
vk18249032521384,10005system,784178,05/09/18 23:25,05/09/18 23:25,06/09/18 03:25,0,FORSERVICE,SYSTEM, ,1,,
bl18249033021752,10005system,784178,05/09/18 23:30,05/09/18 23:30,06/09/18 03:30,0,FORSERVICE,SYSTEM, ,1,,
bw18249033521903,10005system,784178,05/09/18 23:35,05/09/18 23:35,06/09/18 03:35,0,FORSERVICE,SYSTEM, ,1,,
gv18249034022404,10005system,784178,05/09/18 23:40,05/09/18 23:40,06/09/18 03:40,0,FORSERVICE,SYSTEM, ,1,,
kp18249034522464,10005system,784178,05/09/18 23:45,05/09/18 23:45,06/09/18 03:45,0,FORSERVICE,SYSTEM, ,1,,
jb18249035022707,10005system,784178,05/09/18 23:50,05/09/18 23:50,06/09/18 03:50,0,FORSERVICE,SYSTEM, ,1,,
bn18249035522784,10005system,784178,05/09/18 23:55,05/09/18 23:55,06/09/18 03:55,0,FORSERVICE,SYSTEM, ,1,,
jh18249040023094,10005system,784178,06/09/18 00:00,06/09/18 00:00,06/09/18 04:00,0,FORSERVICE,SYSTEM, ,1,,
oa18249040523254,10005system,784178,06/09/18 00:05,06/09/18 00:05,06/09/18 04:05,0,FORSERVICE,SYSTEM, ,1,,
oe18249041023580,10005system,784178,06/09/18 00:10,06/09/18 00:10,06/09/18 04:10,0,FORSERVICE,SYSTEM, ,1,,
ha18249041523715,10005system,784178,06/09/18 00:15,06/09/18 00:15,06/09/18 04:15,0,FORSERVICE,SYSTEM, ,1,,
iz18249042024308,10005system,784178,06/09/18 00:20,06/09/18 00:20,06/09/18 04:20,0,FORSERVICE,SYSTEM, ,1,,
cu18249042524500,10005system,784178,06/09/18 00:25,06/09/18 00:25,06/09/18 04:25,0,FORSERVICE,SYSTEM, ,1,,
jl18249043024486,10005system,784178,06/09/18 00:30,06/09/18 00:30,06/09/18 04:30,0,FORSERVICE,SYSTEM, ,1,,
qv18249043524903,10005system,784178,06/09/18 00:35,06/09/18 00:35,06/09/18 04:35,0,FORSERVICE,SYSTEM, ,1,,
mt18249044025430,10005system,784178,06/09/18 00:40,06/09/18 00:40,06/09/18 04:40,0,FORSERVICE,SYSTEM, ,1,,
fh18249044525520,10005system,784178,06/09/18 00:45,06/09/18 00:45,06/09/18 04:45,0,FORSERVICE,SYSTEM, ,1,,
eo18249045025927,10005system,784178,06/09/18 00:50,06/09/18 00:50,06/09/18 04:50,0,FORSERVICE,SYSTEM, ,1,,
ij18249045526116,10005system,784178,06/09/18 00:55,06/09/18 00:55,06/09/18 04:55,0,FORSERVICE,SYSTEM, ,1,,
wb18249050026306,10005system,784178,06/09/18 01:00,06/09/18 01:00,06/09/18 05:00,0,FORSERVICE,SYSTEM, ,1,,
uw18249050526944,10005system,784178,06/09/18 01:05,06/09/18 01:05,06/09/18 05:05,0,FORSERVICE,SYSTEM, ,1,,
ra18249051026937,10005system,784178,06/09/18 01:10,06/09/18 01:10,06/09/18 05:10,0,FORSERVICE,SYSTEM, ,1,,
kg18249051527693,10005system,784178,06/09/18 01:15,06/09/18 01:15,06/09/18 05:15,0,FORSERVICE,SYSTEM, ,1,,
jt18249052027465,10005system,784178,06/09/18 01:20,06/09/18 01:20,06/09/18 05:20,0,FORSERVICE,SYSTEM, ,1,,
ys18249052527614,10005system,784178,06/09/18 01:25,06/09/18 01:25,06/09/18 05:25,0,FORSERVICE,SYSTEM, ,1,,
hv18249053028129,10005system,784178,06/09/18 01:30,06/09/18 01:30,06/09/18 05:30,0,FORSERVICE,SYSTEM, ,1,,
dv18249053528585,10005system,784178,06/09/18 01:35,06/09/18 01:35,06/09/18 05:35,0,FORSERVICE,SYSTEM, ,1,,
mx18249054028416,10005system,784178,06/09/18 01:40,06/09/18 01:40,06/09/18 05:40,0,FORSERVICE,SYSTEM, ,1,,
fk18249054528772,10005system,784178,06/09/18 01:45,06/09/18 01:45,06/09/18 05:45,0,FORSERVICE,SYSTEM, ,1,,
wr18249055029045,10005system,784178,06/09/18 01:50,06/09/18 01:50,06/09/18 05:50,0,FORSERVICE,SYSTEM, ,1,,
rs18249055529277,10005system,784178,06/09/18 01:55,06/09/18 01:55,06/09/18 05:55,0,FORSERVICE,SYSTEM, ,1,,
pq18249060029491,10005system,784178,06/09/18 02:00,06/09/18 02:00,06/09/18 06:00,0,FORSERVICE,SYSTEM, ,1,,
zm18248010401032,10005system,784178,04/09/18 21:04,04/09/18 21:04,05/09/18 01:04,0,FORSERVICE,SYSTEM, ,1,,
qc18248010900956,10005system,784178,04/09/18 21:09,04/09/18 21:09,05/09/18 01:09,0,FORSERVICE,SYSTEM, ,1,,
vn18248011401538,10005system,784178,04/09/18 21:14,04/09/18 21:14,05/09/18 01:14,0,FORSERVICE,SYSTEM, ,1,,
ha18248011901952,10005system,784178,04/09/18 21:19,04/09/18 21:19,05/09/18 01:19,0,FORSERVICE,SYSTEM, ,1,,
vc18248012401974,10005system,784178,04/09/18 21:24,04/09/18 21:24,05/09/18 01:24,0,FORSERVICE,SYSTEM, ,1,,
bu18248012902472,10005system,784178,04/09/18 21:29,04/09/18 21:29,05/09/18 01:29,0,FORSERVICE,SYSTEM, ,1,,
eb18248013402420,10005system,784178,04/09/18 21:34,04/09/18 21:34,05/09/18 01:34,0,FORSERVICE,SYSTEM, ,1,,
iz18248013902800,10005system,784178,04/09/18 21:39,04/09/18 21:39,05/09/18 01:39,0,FORSERVICE,SYSTEM, ,1,,
wa18248014402989,10005system,784178,04/09/18 21:44,04/09/18 21:44,05/09/18 01:44,0,FORSERVICE,SYSTEM, ,1,,
na18248014903286,10005system,784178,04/09/18 21:49,04/09/18 21:49,05/09/18 01:49,0,FORSERVICE,SYSTEM, ,1,,
je18248015404217,10005system,784178,04/09/18 21:54,04/09/18 21:54,05/09/18 01:54,0,FORSERVICE,SYSTEM, ,1,,
hy18248015903991,10005system,784178,04/09/18 21:59,04/09/18 21:59,05/09/18 01:59,0,FORSERVICE,SYSTEM, ,1,,
ay18248020404045,10005system,784178,04/09/18 22:04,04/09/18 22:04,05/09/18 02:04,0,FORSERVICE,SYSTEM, ,1,,
kj18248020904309,10005system,784178,04/09/18 22:09,04/09/18 22:09,05/09/18 02:09,0,FORSERVICE,SYSTEM, ,1,,
ll18248021404540,10005system,784178,04/09/18 22:14,04/09/18 22:14,05/09/18 02:14,0,FORSERVICE,SYSTEM, ,1,,
rl18248021904678,10005system,784178,04/09/18 22:19,04/09/18 22:19,05/09/18 02:19,0,FORSERVICE,SYSTEM, ,1,,
fl18248022405143,10005system,784178,04/09/18 22:24,04/09/18 22:24,05/09/18 02:24,0,FORSERVICE,SYSTEM, ,1,,
ei18248022905564,10005system,784178,04/09/18 22:29,04/09/18 22:29,05/09/18 02:29,0,FORSERVICE,SYSTEM, ,1,,
pt18248023405686,10005system,784178,04/09/18 22:34,04/09/18 22:34,05/09/18 02:34,0,FORSERVICE,SYSTEM, ,1,,
fu18248023905851,10005system,784178,04/09/18 22:39,04/09/18 22:39,05/09/18 02:39,0,FORSERVICE,SYSTEM, ,1,,
xg18248024406281,10005system,784178,04/09/18 22:44,04/09/18 22:44,05/09/18 02:44,0,FORSERVICE,SYSTEM, ,1,,
dp18248024906287,10005system,784178,04/09/18 22:49,04/09/18 22:49,05/09/18 02:49,0,FORSERVICE,SYSTEM, ,1,,
uz18248025406384,10005system,784178,04/09/18 22:54,04/09/18 22:54,05/09/18 02:54,0,FORSERVICE,SYSTEM, ,1,,
iz18248025906790,10005system,784178,04/09/18 22:59,04/09/18 22:59,05/09/18 02:59,0,FORSERVICE,SYSTEM, ,1,,
cg18248030406814,10005system,784178,04/09/18 23:04,04/09/18 23:04,05/09/18 03:04,0,FORSERVICE,SYSTEM, ,1,,
wv18248030907244,10005system,784178,04/09/18 23:09,04/09/18 23:09,05/09/18 03:09,0,FORSERVICE,SYSTEM, ,1,,
ux18248031407302,10005system,784178,04/09/18 23:14,04/09/18 23:14,05/09/18 03:14,0,FORSERVICE,SYSTEM, ,1,,
ia18248031907632,10005system,784178,04/09/18 23:19,04/09/18 23:19,05/09/18 03:19,0,FORSERVICE,SYSTEM, ,1,,
lb18248032407838,10005system,784178,04/09/18 23:24,04/09/18 23:24,05/09/18 03:24,0,FORSERVICE,SYSTEM, ,1,,
mh18248032908053,10005system,784178,04/09/18 23:29,04/09/18 23:29,05/09/18 03:29,0,FORSERVICE,SYSTEM, ,1,,
zy18248033408234,10005system,784178,04/09/18 23:34,04/09/18 23:34,05/09/18 03:34,0,FORSERVICE,SYSTEM, ,1,,
la18248033908582,10005system,784178,04/09/18 23:39,04/09/18 23:39,05/09/18 03:39,0,FORSERVICE,SYSTEM, ,1,,
ng18248034408739,10005system,784178,04/09/18 23:44,04/09/18 23:44,05/09/18 03:44,0,FORSERVICE,SYSTEM, ,1,,
dt18248034908914,10005system,784178,04/09/18 23:49,04/09/18 23:49,05/09/18 03:49,0,FORSERVICE,SYSTEM, ,1,,
un18248035409245,10005system,784178,04/09/18 23:54,04/09/18 23:54,05/09/18 03:54,0,FORSERVICE,SYSTEM, ,1,,
ut18248035909334,10005system,784178,04/09/18 23:59,04/09/18 23:59,05/09/18 03:59,0,FORSERVICE,SYSTEM, ,1,,
hr18248040409614,10005system,784178,05/09/18 00:04,05/09/18 00:04,05/09/18 04:04,0,FORSERVICE,SYSTEM, ,1,,
pe18248040910178,10005system,784178,05/09/18 00:09,05/09/18 00:09,05/09/18 04:09,0,FORSERVICE,SYSTEM, ,1,,
eq18248041410467,10005system,784178,05/09/18 00:14,05/09/18 00:14,05/09/18 04:14,0,FORSERVICE,SYSTEM, ,1,,
xd18248041910673,10005system,784178,05/09/18 00:19,05/09/18 00:19,05/09/18 04:19,0,FORSERVICE,SYSTEM, ,1,,
fh18248042411128,10005system,784178,05/09/18 00:24,05/09/18 00:24,05/09/18 04:24,0,FORSERVICE,SYSTEM, ,1,,
eg18248042911077,10005system,784178,05/09/18 00:29,05/09/18 00:29,05/09/18 04:29,0,FORSERVICE,SYSTEM, ,1,,
ja18248043411624,10005system,784178,05/09/18 00:34,05/09/18 00:34,05/09/18 04:34,0,FORSERVICE,SYSTEM, ,1,,
lq18248043911471,10005system,784178,05/09/18 00:39,05/09/18 00:39,05/09/18 04:39,0,FORSERVICE,SYSTEM, ,1,,
mr18248044411719,10005system,784178,05/09/18 00:44,05/09/18 00:44,05/09/18 04:44,0,FORSERVICE,SYSTEM, ,1,,
qp18248044912140,10005system,784178,05/09/18 00:49,05/09/18 00:49,05/09/18 04:49,0,FORSERVICE,SYSTEM, ,1,,
sr18248045412163,10005system,784178,05/09/18 00:54,05/09/18 00:54,05/09/18 04:54,0,FORSERVICE,SYSTEM, ,1,,
vl18248045912626,10005system,784178,05/09/18 00:59,05/09/18 00:59,05/09/18 04:59,0,FORSERVICE,SYSTEM, ,1,,
ng18248050412857,10005system,784178,05/09/18 01:04,05/09/18 01:04,05/09/18 05:04,0,FORSERVICE,SYSTEM, ,1,,
jp18248050913146,10005system,784178,05/09/18 01:09,05/09/18 01:09,05/09/18 05:09,0,FORSERVICE,SYSTEM, ,1,,
nc18248051413167,10005system,784178,05/09/18 01:14,05/09/18 01:14,05/09/18 05:14,0,FORSERVICE,SYSTEM, ,1,,
sk18248051913607,10005system,784178,05/09/18 01:19,05/09/18 01:19,05/09/18 05:19,0,FORSERVICE,SYSTEM, ,1,,
xm18248052413895,10005system,784178,05/09/18 01:24,05/09/18 01:24,05/09/18 05:24,0,FORSERVICE,SYSTEM, ,1,,
zy18248052914092,10005system,784178,05/09/18 01:29,05/09/18 01:29,05/09/18 05:29,0,FORSERVICE,SYSTEM, ,1,,
ng18248053414481,10005system,784178,05/09/18 01:34,05/09/18 01:34,05/09/18 05:34,0,FORSERVICE,SYSTEM, ,1,,
eq18248053914528,10005system,784178,05/09/18 01:39,05/09/18 01:39,05/09/18 05:39,0,FORSERVICE,SYSTEM, ,1,,
ir18248054414817,10005system,784178,05/09/18 01:44,05/09/18 01:44,05/09/18 05:44,0,FORSERVICE,SYSTEM, ,1,,
ni18248054914839,10005system,784178,05/09/18 01:49,05/09/18 01:49,05/09/18 05:49,0,FORSERVICE,SYSTEM, ,1,,
zx18248055415336,10005system,784178,05/09/18 01:54,05/09/18 01:54,05/09/18 05:54,0,FORSERVICE,SYSTEM, ,1,,
qa18248055915659,10005system,784178,05/09/18 01:59,05/09/18 01:59,05/09/18 05:59,0,FORSERVICE,SYSTEM, ,1,,
xu18248060415930,10005system,784178,05/09/18 02:04,05/09/18 02:04,05/09/18 06:04,0,FORSERVICE,SYSTEM, ,1,,
jn18248060916261,10005system,784178,05/09/18 02:09,05/09/18 02:09,05/09/18 06:09,0,FORSERVICE,SYSTEM, ,1,,
ep18248061416316,10005system,784178,05/09/18 02:14,05/09/18 02:14,05/09/18 06:14,0,FORSERVICE,SYSTEM, ,1,,
fv18248061916597,10005system,784178,05/09/18 02:19,05/09/18 02:19,05/09/18 06:19,0,FORSERVICE,SYSTEM, ,1,,
xy18248062416727,10005system,784178,05/09/18 02:24,05/09/18 02:24,05/09/18 06:24,0,FORSERVICE,SYSTEM, ,1,,
ur18248062917116,10005system,784178,05/09/18 02:29,05/09/18 02:29,05/09/18 06:29,0,FORSERVICE,SYSTEM, ,1,,
sq18248063417446,10005system,784178,05/09/18 02:34,05/09/18 02:34,05/09/18 06:34,0,FORSERVICE,SYSTEM, ,1,,
od18248063917610,10005system,784178,05/09/18 02:39,05/09/18 02:39,05/09/18 06:39,0,FORSERVICE,SYSTEM, ,1,,
ue18248064417907,10005system,784178,05/09/18 02:44,05/09/18 02:44,05/09/18 06:44,0,FORSERVICE,SYSTEM, ,1,,
ew18248064917913,10005system,784178,05/09/18 02:49,05/09/18 02:49,05/09/18 06:49,0,FORSERVICE,SYSTEM, ,1,,
gq18248065418093,10005system,784178,05/09/18 02:54,05/09/18 02:54,05/09/18 06:54,0,FORSERVICE,SYSTEM, ,1,,
gv18248065918432,10005system,784178,05/09/18 02:59,05/09/18 02:59,05/09/18 06:59,0,FORSERVICE,SYSTEM, ,1,,
ie18248070418655,10005system,784178,05/09/18 03:04,05/09/18 03:04,05/09/18 07:04,0,FORSERVICE,SYSTEM, ,1,,
yr18248070918901,10005system,784178,05/09/18 03:09,05/09/18 03:09,05/09/18 07:09,0,FORSERVICE,SYSTEM, ,1,,
pm18248071419165,10005system,784178,05/09/18 03:14,05/09/18 03:14,05/09/18 07:14,0,FORSERVICE,SYSTEM, ,1,,
lk18248071919479,10005system,784178,05/09/18 03:19,05/09/18 03:19,05/09/18 07:19,0,FORSERVICE,SYSTEM, ,1,,
as18248072419685,10005system,784178,05/09/18 03:24,05/09/18 03:24,05/09/18 07:24,0,FORSERVICE,SYSTEM, ,1,,
dr18248072919848,10005system,784178,05/09/18 03:29,05/09/18 03:29,05/09/18 07:29,0,FORSERVICE,SYSTEM, ,1,,
rx18248073420237,10005system,784178,05/09/18 03:34,05/09/18 03:34,05/09/18 07:34,0,FORSERVICE,SYSTEM, ,1,,
fv18248073920418,10005system,784178,05/09/18 03:39,05/09/18 03:39,05/09/18 07:39,0,FORSERVICE,SYSTEM, ,1,,
lt18248074420732,10005system,784178,05/09/18 03:44,05/09/18 03:44,05/09/18 07:44,0,FORSERVICE,SYSTEM, ,1,,
qf18248074921220,10005system,784178,05/09/18 03:49,05/09/18 03:49,05/09/18 07:49,0,FORSERVICE,SYSTEM, ,1,,
ws18248075421151,10005system,784178,05/09/18 03:54,05/09/18 03:54,05/09/18 07:54,0,FORSERVICE,SYSTEM, ,1,,
tc18248075921623,10005system,784178,05/09/18 03:59,05/09/18 03:59,05/09/18 07:59,0,FORSERVICE,SYSTEM, ,1,,
vs18248080421586,10005system,784178,05/09/18 04:04,05/09/18 04:04,05/09/18 08:04,0,FORSERVICE,SYSTEM, ,1,,
ff18248080921851,10005system,784178,05/09/18 04:09,05/09/18 04:09,05/09/18 08:09,0,FORSERVICE,SYSTEM, ,1,,
nx18248081422289,10005system,784178,05/09/18 04:14,05/09/18 04:14,05/09/18 08:14,0,FORSERVICE,SYSTEM, ,1,,
vf18248081922286,10005system,784178,05/09/18 04:19,05/09/18 04:19,05/09/18 08:19,0,FORSERVICE,SYSTEM, ,1,,
yh18248082422800,10005system,784178,05/09/18 04:24,05/09/18 04:24,05/09/18 08:24,0,FORSERVICE,SYSTEM, ,1,,
et18248082922781,10005system,784178,05/09/18 04:29,05/09/18 04:29,05/09/18 08:29,0,FORSERVICE,SYSTEM, ,1,,
bq18248083423087,10005system,784178,05/09/18 04:34,05/09/18 04:34,05/09/18 08:34,0,FORSERVICE,SYSTEM, ,1,,
fy18248083923142,10005system,784178,05/09/18 04:39,05/09/18 04:39,05/09/18 08:39,0,FORSERVICE,SYSTEM, ,1,,
rx18248084423330,10005system,784178,05/09/18 04:44,05/09/18 04:44,05/09/18 08:44,0,FORSERVICE,SYSTEM, ,1,,
jk18248084923444,10005system,784178,05/09/18 04:49,05/09/18 04:49,05/09/18 08:49,0,FORSERVICE,SYSTEM, ,1,,
ot18248085423800,10005system,784178,05/09/18 04:54,05/09/18 04:54,05/09/18 08:54,0,FORSERVICE,SYSTEM, ,1,,
zf18248085923856,10005system,784178,05/09/18 04:59,05/09/18 04:59,05/09/18 08:59,0,FORSERVICE,SYSTEM, ,1,,
yu18248090424098,10005system,784178,05/09/18 05:04,05/09/18 05:04,05/09/18 09:04,0,FORSERVICE,SYSTEM, ,1,,
cd18248090924298,10005system,784178,05/09/18 05:09,05/09/18 05:09,05/09/18 09:09,0,FORSERVICE,SYSTEM, ,1,,
ia18248091424599,10005system,784178,05/09/18 05:14,05/09/18 05:14,05/09/18 09:14,0,FORSERVICE,SYSTEM, ,1,,
yd18248091924818,10005system,784178,05/09/18 05:19,05/09/18 05:19,05/09/18 09:19,0,FORSERVICE,SYSTEM, ,1,,
wd18248092424994,10005system,784178,05/09/18 05:24,05/09/18 05:24,05/09/18 09:24,0,FORSERVICE,SYSTEM, ,1,,
xc18248092925238,10005system,784178,05/09/18 05:29,05/09/18 05:29,05/09/18 09:29,0,FORSERVICE,SYSTEM, ,1,,
jh18248093426056,10005system,784178,05/09/18 05:34,05/09/18 05:34,05/09/18 09:34,0,FORSERVICE,SYSTEM, ,1,,
pz18248093926340,10005system,784178,05/09/18 05:39,05/09/18 05:39,05/09/18 09:39,0,FORSERVICE,SYSTEM, ,1,,
zh18248094426475,10005system,784178,05/09/18 05:44,05/09/18 05:44,05/09/18 09:44,0,FORSERVICE,SYSTEM, ,1,,
ls18248094926968,10005system,784178,05/09/18 05:49,05/09/18 05:49,05/09/18 09:49,0,FORSERVICE,SYSTEM, ,1,,
ok18248095427186,10005system,784178,05/09/18 05:54,05/09/18 05:54,05/09/18 09:54,0,FORSERVICE,SYSTEM, ,1,,
uc18248095927262,10005system,784178,05/09/18 05:59,05/09/18 05:59,05/09/18 09:59,0,FORSERVICE,SYSTEM, ,1,,
ra18248100427622,10005system,784178,05/09/18 06:04,05/09/18 06:04,05/09/18 10:04,0,FORSERVICE,SYSTEM, ,1,,
pl18248100927657,10005system,784178,05/09/18 06:09,05/09/18 06:09,05/09/18 10:09,0,FORSERVICE,SYSTEM, ,1,,
ms18248101428267,10005system,784178,05/09/18 06:14,05/09/18 06:14,05/09/18 10:14,0,FORSERVICE,SYSTEM, ,1,,
it18248101928535,10005system,784178,05/09/18 06:19,05/09/18 06:19,05/09/18 10:19,0,FORSERVICE,SYSTEM, ,1,,
nh18248102428557,10005system,784178,05/09/18 06:24,05/09/18 06:24,05/09/18 10:24,0,FORSERVICE,SYSTEM, ,1,,
jw18248102928854,10005system,784178,05/09/18 06:29,05/09/18 06:29,05/09/18 10:29,0,FORSERVICE,SYSTEM, ,1,,
yt18248103429367,10005system,784178,05/09/18 06:34,05/09/18 06:34,05/09/18 10:34,0,FORSERVICE,SYSTEM, ,1,,
iu18248103929373,10005system,784178,05/09/18 06:39,05/09/18 06:39,05/09/18 10:39,0,FORSERVICE,SYSTEM, ,1,,
lc18248104429745,10005system,784178,05/09/18 06:44,05/09/18 06:44,05/09/18 10:44,0,FORSERVICE,SYSTEM, ,1,,
wl18248104929918,10005system,784178,05/09/18 06:49,05/09/18 06:49,05/09/18 10:49,0,FORSERVICE,SYSTEM, ,1,,
yu18248105430223,10005system,784178,05/09/18 06:54,05/09/18 06:54,05/09/18 10:54,0,FORSERVICE,SYSTEM, ,1,,
xq18248105930594,10005system,784178,05/09/18 06:59,05/09/18 06:59,05/09/18 10:59,0,FORSERVICE,SYSTEM, ,1,,
fv18248110430562,10005system,784178,05/09/18 07:04,05/09/18 07:04,05/09/18 11:04,0,FORSERVICE,SYSTEM, ,1,,
cc18248110930672,10005system,784178,05/09/18 07:09,05/09/18 07:09,05/09/18 11:09,0,FORSERVICE,SYSTEM, ,1,,
et18248111431098,10005system,784178,05/09/18 07:14,05/09/18 07:14,05/09/18 11:14,0,FORSERVICE,SYSTEM, ,1,,
hp18248111931332,10005system,784178,05/09/18 07:19,05/09/18 07:19,05/09/18 11:19,0,FORSERVICE,SYSTEM, ,1,,
vs18248112431651,10005system,784178,05/09/18 07:24,05/09/18 07:24,05/09/18 11:24,0,FORSERVICE,SYSTEM, ,1,,
ou18248112931886,10005system,784178,05/09/18 07:29,05/09/18 07:29,05/09/18 11:29,0,FORSERVICE,SYSTEM, ,1,,
tg18248113432080,10005system,784178,05/09/18 07:34,05/09/18 07:34,05/09/18 11:34,0,FORSERVICE,SYSTEM, ,1,,
xj18248113932630,10005system,784178,05/09/18 07:39,05/09/18 07:39,05/09/18 11:39,0,FORSERVICE,SYSTEM, ,1,,
lg18248114432674,10005system,784178,05/09/18 07:44,05/09/18 07:44,05/09/18 11:44,0,FORSERVICE,SYSTEM, ,1,,
zi18248114932934,10005system,784178,05/09/18 07:49,05/09/18 07:49,05/09/18 11:49,0,FORSERVICE,SYSTEM, ,1,,
by18248115433118,10005system,784178,05/09/18 07:54,05/09/18 07:54,05/09/18 11:54,0,FORSERVICE,SYSTEM, ,1,,
tk18248115933386,10005system,784178,05/09/18 07:59,05/09/18 07:59,05/09/18 11:59,0,FORSERVICE,SYSTEM, ,1,,
ki18248120433605,10005system,784178,05/09/18 08:04,05/09/18 08:04,05/09/18 12:04,0,FORSERVICE,SYSTEM, ,1,,
dn18248120933955,10005system,784178,05/09/18 08:09,05/09/18 08:09,05/09/18 12:09,0,FORSERVICE,SYSTEM, ,1,,
fs18248121433932,10005system,784178,05/09/18 08:14,05/09/18 08:14,05/09/18 12:14,0,FORSERVICE,SYSTEM, ,1,,
tw18248121934167,10005system,784178,05/09/18 08:19,05/09/18 08:19,05/09/18 12:19,0,FORSERVICE,SYSTEM, ,1,,
vs18248122434610,10005system,784178,05/09/18 08:24,05/09/18 08:24,05/09/18 12:24,0,FORSERVICE,SYSTEM, ,1,,
nr18248122934645,10005system,784178,05/09/18 08:29,05/09/18 08:29,05/09/18 12:29,0,FORSERVICE,SYSTEM, ,1,,
mp18248123435039,10005system,784178,05/09/18 08:34,05/09/18 08:34,05/09/18 12:34,0,FORSERVICE,SYSTEM, ,1,,
ji18248123935198,10005system,784178,05/09/18 08:39,05/09/18 08:39,05/09/18 12:39,0,FORSERVICE,SYSTEM, ,1,,
ay18248124435549,10005system,784178,05/09/18 08:44,05/09/18 08:44,05/09/18 12:44,0,FORSERVICE,SYSTEM, ,1,,
rr18248124935543,10005system,784178,05/09/18 08:49,05/09/18 08:49,05/09/18 12:49,0,FORSERVICE,SYSTEM, ,1,,
ag18248125435911,10005system,784178,05/09/18 08:54,05/09/18 08:54,05/09/18 12:54,0,FORSERVICE,SYSTEM, ,1,,
ew18248125936178,10005system,784178,05/09/18 08:59,05/09/18 08:59,05/09/18 12:59,0,FORSERVICE,SYSTEM, ,1,,
iw18248010436530,10005system,784178,05/09/18 09:04,05/09/18 09:04,05/09/18 13:04,0,FORSERVICE,SYSTEM, ,1,,
ta18248010936648,10005system,784178,05/09/18 09:09,05/09/18 09:09,05/09/18 13:09,0,FORSERVICE,SYSTEM, ,1,,
sr18248011439115,10005system,784178,05/09/18 09:14,05/09/18 09:14,05/09/18 13:14,0,FORSERVICE,SYSTEM, ,1,,
bp18248011937509,10005system,784178,05/09/18 09:19,05/09/18 09:19,05/09/18 13:19,0,FORSERVICE,SYSTEM, ,1,,
dg18248012437669,10005system,784178,05/09/18 09:24,05/09/18 09:24,05/09/18 13:24,0,FORSERVICE,SYSTEM, ,1,,
pk18248012938146,10005system,784178,05/09/18 09:29,05/09/18 09:29,05/09/18 13:29,0,FORSERVICE,SYSTEM, ,1,,
lb18248013438314,10005system,784178,05/09/18 09:34,05/09/18 09:34,05/09/18 13:34,0,FORSERVICE,SYSTEM, ,1,,
lq18248013938997,10005system,784178,05/09/18 09:39,05/09/18 09:39,05/09/18 13:39,0,FORSERVICE,SYSTEM, ,1,,
lc18248014439075,10005system,784178,05/09/18 09:44,05/09/18 09:44,05/09/18 13:44,0,FORSERVICE,SYSTEM, ,1,,
lf18248014939202,10005system,784178,05/09/18 09:49,05/09/18 09:49,05/09/18 13:49,0,FORSERVICE,SYSTEM, ,1,,
wg18248015439470,10005system,784178,05/09/18 09:54,05/09/18 09:54,05/09/18 13:54,0,FORSERVICE,SYSTEM, ,1,,
rl18248015939613,10005system,784178,05/09/18 09:59,05/09/18 09:59,05/09/18 13:59,0,FORSERVICE,SYSTEM, ,1,,
eq18248020439856,10005system,784178,05/09/18 10:04,05/09/18 10:04,05/09/18 14:04,0,FORSERVICE,SYSTEM, ,1,,
by18250013630717,10005system,784178,06/09/18 21:36,06/09/18 21:36,07/09/18 01:36,0,FORSERVICE,SYSTEM, ,1,,
jx18250014131056,10005system,784178,06/09/18 21:41,06/09/18 21:41,07/09/18 01:41,0,FORSERVICE,SYSTEM, ,1,,
mk18250014631319,10005system,784178,06/09/18 21:46,06/09/18 21:46,07/09/18 01:46,0,FORSERVICE,SYSTEM, ,1,,
wh18250015131601,10005system,784178,06/09/18 21:51,06/09/18 21:51,07/09/18 01:51,0,FORSERVICE,SYSTEM, ,1,,
